OBJECTID,Building Occupancy,Building Address,Building Area/Neighborhood,Building Latitude,Building Longitude,Original Entry Date,Orignial Placard,Revision Entry Date,Updated Placard,Description,,,,,,,,,
740,,709 FRANKLIN ST,,38.29561768,-122.2873106,2014-09-05,Yellow,2014-09-05, ,damaged chimney - leaning,,,,,,,,,
741,,1017 COOMBSVILLE RD,,38.29729258,-122.2691986,2014-09-24,Green,2014-09-24, ,[Fairview Market] no damage or hazards observed,,,,,,,,,
742,,2710 COOPER CT,,38.31643368,-122.2960816,2014-09-05,Yellow,2014-09-05, ,"cracks in exterior wall, partial separation wall to beam",,,,,,,,,
743,," ,  ",,38.31643368,-122.2960816,2014-09-05,Yellow,2014-09-05, ,"cracks in exterior wall, beam to wall connection",,,,,,,,,
744,,2730 COOPER CT,,38.31709117,-122.2961894,2014-09-05,Yellow,2014-09-05, ,post supporting balcony partial dislodged,,,,,,,,,
745,," ,  ",,38.31709117,-122.2961894,2014-10-02,Yellow,2014-10-02, ,OK to occupy restricted access at balcony area,,,,,,,,,
746,,761 CENTRAL AVE,,38.31332722,-122.288589,2014-09-25,Green,2014-09-25, ,Interior drywall cracks GREEN TAG,,,,,,,,,
747,,761 CENTRAL AVE,,38.31332722,-122.288589,2014-09-25,Green,2014-09-25, ,Interior drywall cracks GREEN TAG,,,,,,,,,
748,,856 CENTRAL AVE,,38.31324524,-122.2915749,2014-09-25,Green,2014-09-25, ,"Green tag, some stucco cracking, foundation cracking recommend to be looked @ by engineer, chimney separated from house 3/8 """,,,,,,,,,
749,,1050 CENTRAL AVE,,38.3129002,-122.2939392,2014-09-25,Green,2014-09-25, ,GREEN TAG,,,,,,,,,
750,,1151 CENTRAL AVE,,38.31210716,-122.2952515,2014-09-05,Yellow,2014-09-05, ,chimney top fell to groun,,,,,,,,,
751,,1800 CENTRAL AVE,,38.31074302,-122.3048719,2014-10-10,Green,2014-10-10, ,No comments,,,,,,,,,
752,,1019 CENTURY DR,,38.30664574,-122.3341188,2014-09-05,Yellow,2014-09-05, ,Restrict rear egress at area by chimney. Owner to remove this week.,,,,,,,,,
753,,1024 CENTURY DR,,38.30674,-122.3334393,2014-09-29,Yellow,2014-09-29, ,"Rear yard fence/brick block wall fell, temp. fence in place",,,,,,,,,
754,,1047 CENTURY DR,,38.30798121,-122.3342216,2014-09-24,Green,2014-09-24, ,trip hazards at drvwy - drvwy settlement; minor stucco cracks; chimney does not appear damaged,,,,,,,,,
755,,500 COOMBS ST,,38.29360971,-122.2847235,2014-09-08,Yellow,2014-09-08, ,"structural damage apparent, inspection refused - 9/9/14 deadline to provide struc engr report or will be red tagged",,,,,,,,,
756,,500 COOMBS ST,,38.29360971,-122.2847235,2014-09-17,Red,2014-09-19,downgraded to yellow,"[ATC states 500-518; no 518 in records] front wall leaning, anchor bolts leaning, rear deck stairs leaning - construction entry through front",,,,,,,,,
757,,500 COOMBS ST,,38.29360971,-122.2847235,2014-09-19,Yellow,2014-09-19,downgraded from red,downgrade based on civil report (attached) - restrict access to rear deck until repairs to handrails complete,,,,,,,,,
758,,506 COOMBS ST,,38.29366253,-122.2847047,2014-09-08,Yellow,2014-09-08, ,"structural damage apparent, inspection refused - 9/9/14 deadline to provide struc engr report or will be red tagged",,,,,,,,,
759,,1460 FIRST ST,,38.29728088,-122.2898652,2014-09-05,Green,2014-09-05, ,(West End Napa) OK to occupy,,,,,,,,,
760,,1480 FIRST ST,,38.29728088,-122.2898652,2014-09-05,Yellow,2014-09-05, , ,,,,,,,,,
761,,1480 FIRST ST,,38.29728088,-122.2898652,2014-09-05,Green,2014-09-05, ,re-opened business - no outside seating (Tarla),,,,,,,,,
762,,1580 FIRST ST,,38.2974082,-122.2908781,2014-09-05,Yellow,2014-09-05, ,foundation shifted,,,,,,,,,
763,,1607 FIRST ST,,38.29702203,-122.2913632,2014-09-08,Yellow,2014-09-08, ,loose & broken plaster falling - remove plaster to release yellow tag,,,,,,,,,
764,,1635 FIRST ST,,38.29699575,-122.2918537,2014-09-05,Red,2014-09-05, ,leaning north about 3-inches on foundation (Laser & Vein Center),,,,,,,,,
765,,1017 ROUND HILL CIR,,38.30257945,-122.3367358,2014-09-05,Yellow,2014-09-05, ,possible cracks at chimney - have chimney inspected,,,,,,,,,
766,,1028 ROUND HILL CIR,,38.30323862,-122.3363328,2014-09-05,Yellow,2014-09-05, ,Keep area clear around chimney,,,,,,,,,
767,,1045 ROUND HILL CIR,,38.30324273,-122.3371565,2014-09-05,Yellow,2014-09-05, ,Keep area clear around chimney,,,,,,,,,
768,,1056 ROUND HILL CIR,,38.30349709,-122.3381384,2014-09-05,Yellow,2014-09-05, ,Chimney severed at 2nd story roofline,,,,,,,,,
769,,3042 DONNA DR,,38.31298566,-122.3208123,2014-09-05,Yellow,2014-09-05, ,Chimney cracked - moderate damage,,,,,,,,,
770,,3043 DONNA DR,,38.31270001,-122.3212929,2014-09-05,Yellow,2014-09-05, ,"support post between garage doors out of plumb, door moved 3/4"" - Occ OK",,,,,,,,,
771,,511 DONWOOD LN,,38.3041334,-122.3062532,2014-09-29,Yellow,2014-09-29, ,Ok to occupy,,,,,,,,,
772,,515 DONWOOD LN,,38.30431586,-122.3062937,2014-09-05,Yellow,2014-09-05, ,damage rafters; chimney fell over and damaged a few roof rafters,,,,,,,,,
773,,523 DONWOOD LN,,38.30467169,-122.3063699,2014-09-25,Green,2014-09-25, ,Interior GYP board cracking,,,,,,,,,
774,,527 DONWOOD LN,,38.30485334,-122.3064078,2014-09-25,Green,2014-09-25, ,Exterior stucco cracking @ chimney,,,,,,,,,
775,,770 KEARNEY WAY,,38.27870057,-122.2912142,2014-09-23,Yellow,2014-09-23, ,"Major cracks & displacement of chimney on roof, stay away from area below roof directly below chimney",,,,,,,,,
776,,770 KEARNEY WAY,,38.27870057,-122.2912142,2014-09-05,Green,2014-09-05, , ,,,,,,,,,
777,,3271 KENSINGTON CIR,,38.30582639,-122.3303091,2014-09-23,Green,2014-09-23, ,settlement at drvqy appears to be old - some cracks at low brick planter boxes,,,,,,,,,
778,,3326 KENSINGTON CIR,,38.30713316,-122.3303367,2014-09-29,Green,2014-09-29, ,No damage,,,,,,,,,
779,,3283 KENSINGTON CT,,38.30584149,-122.330968,2014-09-05,Yellow,2014-09-05, ,Minor stem wall and flatwork,,,,,,,,,
780,,510 KENT ST,,38.28439994,-122.3040001,2014-09-05,Yellow,2014-09-05, ,Chimney collapsed onto ground,,,,,,,,,
781,,530 KENT ST,,38.28423391,-122.3039537,2014-09-29,Green,2014-09-29, ,No comments,,,,,,,,,
782,,561 KENT ST,,38.28398169,-122.3043618,2014-09-05,Yellow,2014-09-05, ,Chimney fell,,,,,,,,,
783,,630 KENT ST,,38.28356877,-122.3037766,2014-09-23,Yellow,2014-09-23, ,remove chimney - owner sched to remove,,,,,,,,,
784,,136 KERNS CT,,38.30868946,-122.3427084,2014-09-05,Red,2014-09-05, ,Chimney through roof,,,,,,,,,
785,,139 KERNS CT,,38.30825291,-122.3426926,2014-09-05,Green,2014-09-05, , ,,,,,,,,,
786,,148 KERNS CT,,38.30878006,-122.3432688,2014-09-05,Green,2014-09-05, ,front fence wall collapsed,,,,,,,,,
787,,154 KERNS CT,,38.3086641,-122.3435739,2014-09-29,Green,2014-09-29, ,No damage,,,,,,,,,
788,,2430 KIESS BARN PL,,38.32941225,-122.3292521,2014-09-17,Yellow,2014-09-17, ,chimney cracked - don't use fireplace - OK to occupy - stucco cracking,,,,,,,,,
789,," ,  ",,38.32941225,-122.3292521,2014-09-23,Yellow,2014-09-23, ,"Canopy area leaning, w.breaking area reduced to half @beam, minor cracks observed. Stay clear, tighten ceiling fans",,,,,,,,,
790,,2827 KILBURN AVE,,38.29812955,-122.3093626,2014-09-25,Green,2014-09-25, ,None GREEN TAG,,,,,,,,,
791,,1938 FIRST ST,,38.29783486,-122.2950717,2014-09-05,Yellow,2014-09-05, ,"chimney cracked, stairs at back shifted",,,,,,,,,
792,,2024 FIRST ST,,38.29791045,-122.2955663,2014-09-05,Yellow,2014-09-05, ,chimney cracked,,,,,,,,,
793,,2041 FIRST ST,,38.29743587,-122.2959455,2014-09-05,Yellow,2014-09-05, ,Roof and chimney damage.,,,,,,,,,
794,,2109 FIRST ST,,38.29747259,-122.2961348,2014-09-05,Yellow,2014-09-05, ,Chimney collapsed,,,,,,,,,
795,,2125 FIRST ST,,38.29755113,-122.2964505,2014-09-05,Red,2014-09-05, ,racking (previous yellow tag) (VR09-0045),,,,,,,,,
796,,2125 FIRST ST,,38.29755113,-122.2964505,2014-09-05,Yellow,2014-09-05, ,structure leaning slightly,,,,,,,,,
797,,2211 FIRST ST,,38.29762525,-122.2973878,2014-09-05,Green,2014-09-05, , ,,,,,,,,,
798,,2225 FIRST ST A,,38.29761983,-122.2976447,2014-09-05,Yellow,2014-09-05, ,"ok to occupy/contact PGE on gas meter issue, minor foundation crack",,,,,,,,,
799,," ,  ",,38.29761983,-122.2976447,2014-09-25,Green,2014-09-25, ,No comments,,,,,,,,,
800,,2237 FIRST ST,,38.29768048,-122.2978174,2014-09-05,Yellow,2014-09-05, ,"front porch/garage leaning slightly, front wall collapsed",,,,,,,,,
801,,2240 FIRST ST,,38.2985114,-122.2979003,2014-09-05,Yellow,2014-09-05, ,crack around the base of middle chimney; chimney may fall because of crack,,,,,,,,,
802,,2247 FIRST ST,,38.29768904,-122.297988,2014-09-05,Red,2014-09-05, ,"crumple walls damaged, structure shifted from foundations",,,,,,,,,
803,,2270 FIRST ST,,38.29813941,-122.2984001,2014-09-05,Yellow,2014-09-05, ,chimney separated from building,,,,,,,,,
804,,2307 FIRST ST,,38.29776817,-122.2988745,2014-09-05,Red,2014-09-05, ,house racked - it has been braced from side,,,,,,,,,
805,,2347 FIRST ST,,38.29791542,-122.2995878,2014-09-05,Yellow,2014-09-05, ,chimney collapsed onto roof,,,,,,,,,
806,,2327 EDGEWATER DR,,38.31420511,-122.2823636,2014-09-24,Green,2014-09-24, ,Inspected,,,,,,,,,
807,,2556 EDGEWATER DR,,38.31635843,-122.2815578,2014-09-05,Yellow,2014-09-05, ,chimney at roofline missing bricks - do not use fireplace,,,,,,,,,
808,,2563 EDGEWATER DR,,38.3171072,-122.2815034,2014-09-24,Green,2014-09-24, ,Wall corner stucco spalling/crack near garage side door. Inspected,,,,,,,,,
809,,1 EDITH CT,,38.31480436,-122.3105825,2014-09-23,Yellow,2014-09-23, ,chimney cracked at roofline - do not use fireplace - use caution exterior of fireplace,,,,,,,,,
810,,1815 FULLER WAY,,38.29181698,-122.294731,2014-09-05,Green,2014-09-05, ,all brick removed from interior of fireplace,,,,,,,,,
811,,3645 HARKNESS ST,,38.32526401,-122.3119642,2014-09-17,Yellow,2014-09-17, ,fireplace sfhited with flue deflected - OK to occ,,,,,,,,,
812,,3654 BEL AIRE PLZ,,38.32267249,-122.3058627,2014-09-05,Green,2014-09-05, ,(Bel Aire Plaza) damage limited to roofing and contents,,,,,,,,,
813,,406 BROWN ST,,38.29184533,-122.2838478,2014-09-05,Yellow,2014-09-05, ,Damaged chimney- moderate damage,,,,,,,,,
814,,3231 CALIFORNIA BLVD,,38.31845728,-122.3066436,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
815,,2321 BUENO ST,,38.31097914,-122.3170621,2014-10-02,Green,2014-10-02, ,Minor cracks on drywall & minor cracks on stucco wall & around chimney,,,,,,,,,
816,,2441 FLAGSTONE DR,,38.33182023,-122.3339371,2014-09-25,Green,2014-09-25, ,Property owner expressed concern about garage slab movement-a brief assessment discover no damage,,,,,,,,,
817,,5 CORNWALL AVE,,38.29552715,-122.3070354,2014-09-24,Green,2014-09-24, ,Engineer to assess cracks in chimney & foundation,,,,,,,,,
818,,1096 CAYETANO DR,,38.2882032,-122.2682809,2014-10-08,Green,2014-10-08, ,No visible structural damage to exterior fireplace,,,,,,,,,
819,,1117 CAYETANO DR,,38.28800447,-122.266884,2014-09-29,Yellow,2014-10-10,downgraded to green,"Chimney crack in master chimney in masonry, started @ roofline, appears to be stable and funtional. No restrictions of use",,,,,,,,,
820,,1850 FULLER WAY,,38.29215802,-122.2951517,2014-09-05,Yellow,2014-09-05, ,Damaged chimney- moderate damage,,,,,,,,,
821,,1855 FULLER WAY,,38.29172914,-122.2951378,2014-09-05,Yellow,2014-09-05, ,Damaged chimney- moderate damage,,,,,,,,,
822,,917 G ST,,38.30779248,-122.2907135,2014-09-17,Green,2014-09-17, ,"interior plaster cracking; exterior stairs in back, slight separation from structure along side",,,,,,,,,
823,,920 G ST,,38.30806455,-122.2911235,2014-09-05,Yellow,2014-09-05, ,Chimney down,,,,,,,,,
824,,926 G ST,,38.30798711,-122.291278,2014-09-05,Yellow,2014-09-05, ,Porch column detached at entry,,,,,,,,,
825,,1002 G ST,,38.30725219,-122.2926174,2014-09-24,Green,2014-09-24, ,Structure good,,,,,,,,,
826,,1405 G ST,,38.30581046,-122.2962287,2014-09-05,Yellow,2014-09-05, ,"chimney top fell on roof, cracks in plaster inside walls",,,,,,,,,
827,,1439 G ST,,38.30572448,-122.2967115,2014-09-05,Red,2014-09-05, ,Foundation,,,,,,,,,
828,,1523 G ST,,38.30565417,-122.2974025,2014-09-05,Yellow,2014-09-05, ,"chimney fell, debris in driveWy",,,,,,,,,
829,,1528 G ST,,38.30608142,-122.2975341,2014-09-05,Red,2014-09-05, ,Foundation,,,,,,,,,
830,,1533 G ST,,38.30562716,-122.2975574,2014-09-05,Red,2014-09-05, ,building shifted off foundation,,,,,,,,,
831,,1536 G ST,,38.30605525,-122.2976718,2014-09-05,Red,2014-09-05, ,Foundation,,,,,,,,,
832,,1536 G ST,,38.30605525,-122.2976718,2014-09-05,Green,2014-09-05, , ,,,,,,,,,
833,,1617 G ST,,38.30533365,-122.298894,2014-09-05,Yellow,2014-09-05, ,"Siding has come off, possible frame impact. Foundation attachment looks okay.",,,,,,,,,
834,,1718 G ST,,38.30555875,-122.3001669,2014-09-05,Red,2014-09-05, ,"unsafe pipe, structure",,,,,,,,,
835,,2022 IDA ST,,38.31118142,-122.2861074,2014-09-18,Yellow,2014-09-18, ,"top (2) courses of chimney brick have broken and moved, avoid side yard by chimney - inspect chimney",,,,,,,,,
836,,3660 HARKNESS ST,,38.32606392,-122.3119819,2014-09-17,Yellow,2014-09-17, ,"chimney fell, no falling hazard - do not use fireplace",,,,,,,,,
837,,3618 HARKNESS ST,,38.32447602,-122.3106331,2014-09-24,Green,2014-09-24, ,Structure good,,,,,,,,,
838,,3622 HARKNESS ST,,38.32462664,-122.3107406,2014-09-05,Green,2014-09-05, ,exterior of dwelling deemed safe to occupy,,,,,,,,,
839,,3641 HARKNESS ST,,38.32512832,-122.3118472,2014-09-05,Yellow,2014-09-05, ,top of brick chimney down,,,,,,,,,
840,,3648 HARKNESS ST,,38.32565664,-122.311631,2014-09-05,Yellow,2014-09-05, ,top of brick chimney down,,,,,,,,,
841,,3656 HARKNESS ST,,38.32593016,-122.3118637,2014-09-05,Yellow,2014-09-05, ,top of brick chimney down,,,,,,,,,
842,,3657 HARKNESS ST,,38.32567228,-122.3123175,2014-09-05,Yellow,2014-09-05, ,top of brick chimney down,,,,,,,,,
843,,3668 HARKNESS ST,,38.32633827,-122.3122179,2014-09-05,Yellow,2014-09-05, ,Chimney fell down,,,,,,,,,
844,,3675 HARKNESS ST,,38.3262198,-122.3127895,2014-09-05,Yellow,2014-09-05, ,chimney down,,,,,,,,,
845,,33 HARRISON AVE,,38.294762,-122.3054222,2014-09-25,Green,2014-09-25, ,"Cracks @ interior,plaster observed, recommend to inspect fndn & sinplate to foundation connection @ crawl space",,,,,,,,,
846,,141 HARRISON AVE,,38.29634736,-122.3079237,2014-09-24,Green,2014-09-24, ,Exterior front only inspected,,,,,,,,,
847,,141 HARRISON AVE,,38.29634736,-122.3079237,2014-09-29,Green,2014-09-29, ,"Minor cracks, broken window, in bake needs to be fixed",,,,,,,,,
848,,214 ALCHEMY WAY,,38.34565366,-122.3302697,2014-09-25,Green,2014-09-25, ,No Comments,,,,,,,,,
849,,214 ALCHEMY WAY,,38.34565366,-122.3302697,2014-10-02,Green,2014-10-02, ,Minor cracks only,,,,,,,,,
850,,3935 ALEXANDER ST,,38.32230148,-122.3292673,2014-09-25,Green,2014-09-25, ,Exterior stucco cracking,,,,,,,,,
851,,1140 MAIN ST,,38.30033258,-122.2862559,2014-09-05,Yellow,2014-09-05, ,Lee Building; Torc,,,,,,,,,
852,,3935 ALEXANDER ST,,38.32230148,-122.3292673,2014-09-29,Green,2014-09-29, ,No comments,,,,,,,,,
853,,15 CORNWALL AVE,,38.29592602,-122.3064747,2014-09-05,Yellow,2014-09-05, ,Chimney fall onto roof. Broke through adjacent car port roof,,,,,,,,,
854,,20 CORNWALL AVE,,38.29576332,-122.3062199,2014-09-05,Yellow,2014-09-05, ,Chimney Down,,,,,,,,,
855,,3355 COVEY CT,,38.30711832,-122.3371078,2014-09-29,Green,2014-09-29, ,Minor cracks in fireplace and fndn-front door brick steps sperated from main garage door,,,,,,,,,
856,,3362 COVEY CT,,38.30756979,-122.3374378,2014-09-05,Yellow,2014-09-25,downgraded to green,chimney,,,,,,,,,
857,,3362 COVEY CT,,38.30756979,-122.3374378,2014-09-25,Green,2014-09-25,downgraded from yellow,removed yellow tag because owner removed damaged chimney - recommend to seal chimney to prevent water damage,,,,,,,,,
858,,3362 COVEY CT,,38.30756979,-122.3374378,2014-09-25,Green,2014-09-25,downgraded from yellow,"Remove yellow tag:owner remove damaged portion of chimney, recommend to seal chmy to prevent H2O damage to interior of the house",,,,,,,,,
859,,3367 COVEY CT,,38.30712005,-122.337445,2014-09-29,Green,2014-09-29, ,Visible damage from front only. No interior or back yard,,,,,,,,,
860,,3406 COVEY CT,,38.30757733,-122.3385845,2014-09-05,Yellow,2014-09-05, ,chimney,,,,,,,,,
861,,3411 COVEY CT,,38.3071284,-122.3388581,2014-09-05,Yellow,2014-09-05, ,chimney,,,,,,,,,
862,,3412 COVEY CT,,38.30757731,-122.3388734,2014-09-05,Green,2014-09-05, ,Superfical cracking in sheet rock and stucco,,,,,,,,,
863,,3423 COVEY CT,,38.3071298,-122.3391399,2014-09-05,Yellow,2014-09-05, ,chimney,,,,,,,,,
864,,3443 COVEY CT,,38.3071291,-122.3397493,2014-09-05,Yellow,2014-09-05, ,chimney,,,,,,,,,
865,,3451 COVEY CT,,38.30711513,-122.3400932,2014-09-05,Yellow,2014-09-05, ,chimney,,,,,,,,,
866,,3978 ALEXANDER ST,,38.32337107,-122.3295445,2014-09-05,Yellow,2014-09-05, ,sheetrock ceiling fell,,,,,,,,,
867,,3978 ALEXANDER ST,,38.32337107,-122.3295445,2014-09-29,Green,2014-09-29, ,Earlier roof damage repaired ( hole in roof from tree branch,,,,,,,,,
868,,2339 ALICE ST,,38.31197516,-122.2902548,2014-10-03,Yellow,2014-10-03, ,Cracks on roof diaphram above garage door & sidings are purged out. SE corner of garage,,,,,,,,,
869,,2376 ALICE ST,,38.31271006,-122.2899219,2014-09-25,Green,2014-09-25, ,"Crack in bldg, crack in ext. stucco@ corner of F.P. no apparent cracks in masonary",,,,,,,,,
870,,2401 ALICE ST,,38.31331532,-122.2906596,2014-09-05,Yellow,2014-09-05, ,falling hazard/keep children aWy,,,,,,,,,
871,,2404 ALICE ST,,38.31359681,-122.2901877,2014-10-03,Green,2014-10-03, ,Minor cracks on brick walls & siding,,,,,,,,,
872,,2439 ALICE ST,,38.3144627,-122.2910287,2014-09-25,Green,2014-09-25, ,Minor cracks @ plaster BTW chimney & structure connect,,,,,,,,,
873,,2434 ALLEGHENY DR,,38.33172846,-122.3335944,2014-09-29,Green,2014-09-29, ,No comments,,,,,,,,,
874,,2446 ALLEGHENY DR,,38.33143785,-122.3341031,2014-09-25,Green,2014-09-25, ,Brick façade cracked but structure ok,,,,,,,,,
875,,2450 ALLEGHENY DR,,38.33134063,-122.3342716,2014-09-29,Green,2014-09-29, ,No comments,,,,,,,,,
876,,2463 ALLEGHENY DR,,38.33073115,-122.3344961,2014-09-29,Green,2014-09-29, ,No comments,,,,,,,,,
877,,2463 ALLEGHENY DR,,38.33073115,-122.3344961,2014-10-02,Green,2014-10-02, ,Recommend structural oval at roof beam in garage  connection to wall,,,,,,,,,
878,,1005 ALPINE CT,,38.29492149,-122.3388212,2014-09-05,Yellow,2014-09-05, ,do not occupy or utilize areas adjacent to damaged/protuding plaster/stucco,,,,,,,,,
879,,1012 ALPINE CT,,38.29519014,-122.3386648,2014-09-25,Green,2014-09-25, ,Recommend to brace chimney to roof diaphram,,,,,,,,,
880,,1525 ANDREA CIR,,38.31272139,-122.3196852,2014-09-05,Yellow,2014-09-05, ,chimney separated from roof and bed join separation,,,,,,,,,
881,,3662 BEL AIRE PLZ,,38.32271455,-122.3059081,2014-09-05,Green,2014-09-05, ,(Bel Aire Plaza) damage limited to roofing and contents,,,,,,,,,
882,,3670 BEL AIRE PLZ,,38.3230048,-122.3061178,2014-09-05,Green,2014-09-05, ,(Bel Aire Plaza) damage limited to roofing and contents,,,,,,,,,
883,,3678 BEL AIRE PLZ,,38.32276324,-122.3059354,2014-09-05,Green,2014-09-05, ,(Bel Aire Plaza) damage limited to roofing and contents,,,,,,,,,
884,,3682 BEL AIRE PLZ,,38.32333524,-122.306389,2014-09-05,Green,2014-09-05, ,(Bel Aire Plaza) damage limited to roofing and contents,,,,,,,,,
885,,3734 BEL AIRE PLZ,,38.32329296,-122.3063429,2014-09-05,Green,2014-09-05, ,(Bel Aire Plaza) damage limited to roofing and contents,,,,,,,,,
886,,3740 BEL AIRE PLZ,,38.32340104,-122.3064264,2014-09-05,Green,2014-09-05, ,(Bel Aire Plaza) damage limited to roofing and contents,,,,,,,,,
887,,3742 BEL AIRE PLZ,,38.32343503,-122.3064544,2014-09-05,Green,2014-09-05, ,(Bel Aire Plaza) damage limited to roofing and contents,,,,,,,,,
888,,2310 LAUREL ST,,38.29338471,-122.3001197,2014-09-16,Green,2014-09-16, ,"hairline cracks visible-appear to be pre-existing, met with business owner, he indicated no interior damage-no further action required",,,,,,,,,
889,,816 LINCOLN AVE,,38.30976231,-122.2893635,2014-09-08,Green,2014-09-08, ,green - no placard posted,,,,,,,,,
890,,4406 LINDA VISTA AVE,,38.33185377,-122.3288176,2014-09-25,Green,2014-09-25, ,No comments,,,,,,,,,
891,,3303 LINDA MESA WAY,,38.31007842,-122.3357705,2014-10-06,Yellow,2014-10-06, ,Previously placed Yellow tag. OK to occupy engineering report completed permit required to repair,,,,,,,,,
892,,3301 LINDA MESA WAY,,38.30987368,-122.3357557,2014-09-05,Yellow,2014-09-05, ,chimney dislodged & fell,,,,,,,,,
893,,3303 LINDA MESA WAY,,38.31007842,-122.3357705,2014-09-05,Yellow,2014-09-05, ,front side damage over garage,,,,,,,,,
894,,3307 LINDA MESA WAY,,38.31057209,-122.3358796,2014-09-05,Yellow,2014-09-05, ,"severe racking, walls are not plumb - no overnight occupancy",,,,,,,,,
895,,411 BROWN ST,,38.29206101,-122.2843983,2014-09-05,Yellow,2014-09-05, ,damaged chimney is back portion of bldg,,,,,,,,,
896,,432 BROWN ST,,38.29206078,-122.2834524,2014-09-05,Yellow,2014-09-05, ,"Bldg foundation framing is ""racked"" at both front corners",,,,,,,,,
897,,480 BROWN ST,,38.29282422,-122.2835661,2014-09-05,Red,2014-09-05, ,foundation leaning at stem wall,,,,,,,,,
898,,485 BROWN ST,,38.29305849,-122.2844053,2014-09-16,Green,2014-09-16, , ,,,,,,,,,
899,,519 BROWN ST,,38.29388179,-122.2837584,2014-09-23,Yellow,2014-09-23, ,Further inspection warranted. Upstairs unit chimney collapsed & repairs made w/o benefit of permit. Further inspection permit needed,,,,,,,,,
900,,529 BROWN ST,,38.29424743,-122.2837576,2014-09-05,Yellow,2014-09-05, ,Building movement expects portion of foundation & off foundation,,,,,,,,,
901,,535 BROWN ST,,38.2943406,-122.2836358,2014-09-16,Green,2014-09-16, , ,,,,,,,,,
902,,545 BROWN ST,,38.29457442,-122.2835456,2014-09-25,Green,2014-09-25, ,"Uneven floors, in kitchen & hall. Pier & post fndn-a few posts shifted slightly, minor post shift under beam has caused uneven floors",,,,,,,,,
903,,565 BROWN ST,,38.29504607,-122.2833361,2014-09-05,Yellow,2014-09-05, ,Column @ front porch is racked,,,,,,,,,
904,,810 BROWN ST,,38.29776597,-122.2848943,2014-09-05,Red,2014-09-05, ,Unsafe building - severe damage,,,,,,,,,
905,,814 BROWN ST,,38.29779345,-122.2849257,2014-09-05,Red,2014-09-05, ,Unsafe building - severe damage,,,,,,,,,
906,,816 BROWN ST,,38.29782447,-122.2849499,2014-09-05,Red,2014-09-05, ,Unsafe building - severe damage,,,,,,,,,
907,,822 BROWN ST,,38.29797349,-122.284988,2014-09-05,Red,2014-09-05, ,Unsafe building - severe damage (one building on two properties),,,,,,,,,
908,,822 BROWN ST,,38.29797349,-122.284988,2014-09-05,Red,2014-09-05, ,Unsafe building - severe damage (one building on two properties),,,,,,,,,
909,,3687 BECKWORTH DR,,38.32629159,-122.3117581,2014-09-05,Yellow,2014-09-05, ,do not occupy or utilize interior/exterior areas adjacent to fireplace,,,,,,,,,
910,,3311 LINDA MESA WAY,,38.31056059,-122.3364915,2014-09-05,Green,2014-09-05, ,"damaged retaining wall, A/C unit broken",,,,,,,,,
911,,825 BROWN ST,,38.2976514,-122.2856074,2014-09-05,Red,2014-09-05, ,East side unsafe (Old Cthouse),,,,,,,,,
912,,2449 FLAGSTONE DR,,38.33162437,-122.3342779,2014-10-09,Green,2014-10-09, ,Inspected & deemed safe. Left GREEN,,,,,,,,,
913,,2453 FLAGSTONE DR,,38.33152733,-122.3344469,2014-09-24,Green,2014-09-24, ,Exterior observation only-owner not present,,,,,,,,,
914,,2482 FLAGSTONE DR,,38.33118725,-122.335922,2014-09-24,Green,2014-09-24, ,"Sperficial cracking,nook, bedroomes 1st floor, bathroom 2nd floor. Inspected",,,,,,,,,
915,,2486 FLAGSTONE DR,,38.33108717,-122.3360975,2014-09-17,Green,2014-09-17, ,no restriction - cracking of interior gyp vd,,,,,,,,,
916,,2494 FLAGSTONE DR,,38.33087836,-122.3364623,2014-09-17,Yellow,2014-09-17, ,"clay tile roofing separated & pulled away, superficila stucco cracking",,,,,,,,,
917,,2421 FLORA ST,,38.33042616,-122.3320048,2014-09-05,Yellow,2014-09-05, , ,,,,,,,,,
918,,2436 FLORA ST,,38.3307266,-122.332489,2014-09-25,Green,2014-09-25, ,No damage,,,,,,,,,
919,,152 FOOTHILL BLVD,,38.28959972,-122.3099116,2014-09-19,Red,2014-09-19, ,part of bldg shift off fndt; anchor bolts sill to fndn not found; supporting joists leaning,,,,,,,,,
920,,320 FOOTHILL BLVD,,38.29155405,-122.3099004,2014-09-24,Green,2014-09-24, ,no visible damage or hazards from front yard,,,,,,,,,
921,,320 FOOTHILL BLVD,,38.29155405,-122.3099004,2014-09-25,Green,2014-09-25, ,Minor cracks on drywall. Recommend clsoe monitor of cracks that are relatively wider,,,,,,,,,
922,,560 FOOTHILL BLVD,,38.29350385,-122.3098718,2014-09-05,Yellow,2014-09-05, ,Chimney falling hazard,,,,,,,,,
923,,5 FOREST LN,,38.31273866,-122.3344261,2014-09-05,Green,2014-09-05, ,structure good,,,,,,,,,
924,,3317 LINDA MESA WAY,,38.3105788,-122.3370627,2014-09-05,Yellow,2014-09-05, ,Chimney down,,,,,,,,,
925,,3321 LINDA MESA WAY,,38.31058162,-122.3376761,2014-09-25,Green,2014-09-25, ,"Loose brick on flu, corner of face of chimney, brick are planted on main chimney, can be removed & re-installed. Approx. 4 masonry",,,,,,,,,
926,,3327 LINDA MESA WAY,,38.31059617,-122.3385666,2014-09-05,Yellow,2014-09-05,downgraded to green,chimney collapse,,,,,,,,,
